company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Motherson Lumen,https://www.linkedin.com/company/motherson-lumen,https://www.linkedin.com/company/7622646,lumen.com.au,"Motherson Lumen specialise in the design and manufacture of a vast array of automotive products designed to improve driving safety and comfort. With 30 years experience in the Automotive Industry, Motherson Lumen understands customer requirements and can tailor solutions to any vehicle architecture. Motherson Lumen prides itself on being fast and flexible. In 2024, Lumen was integrated into the Motherson Group (www.motherson.com), further enhancing its growth potential across diverse geographies.Motherson Lumen is a global supplier of wiring looms, electronic systems and plastic components to vehicle manufacturers and to the automotive aftermarket around the world. With resources in Europe, Australia, Taiwan, New Zealand, USA & Thailand, Motherson Lumen is capable of designing and manufacturing a vast array of products using both the latest technology and expertise of specialist engineers.Motherson Lumen key advantages:-	OEM quality regardless of volumes or target applications-	Ongoing support throughout the product life cycle-	Program delivery management from concept to product end of life-	Flexible, reliable, and the ability to provide customised solutions-	Access to global resources in design, sourcing and logistics",1984,,"Hallam, Victoria, Australia",,,Hallam,,,"12 Becon Crt, Hallam, Victoria 3803, AU",3803,+61387871000,motor vehicle manufacturing,automotive,,,,Self-employed,,,,"WordPress.org, Wix, Varnish, Outlook, Mobile Friendly, Mimecast, Microsoft Office 365, Google Font API, Google Cloud Hosting, Cloudflare DNS, CloudFlare Hosting, Atlassian Cloud",,,,,
KEE Group,https://www.linkedin.com/company/keegroup,https://www.linkedin.com/company/74874564,keegroup.com.au,"Credible. Reliable. Professional.KEE Group is a multi-faceted WA family owned and operated equipment and service provider. We have five operating divisions, KEE Hire, KEE Surfacing, KEE Transport, KEE Fuel and KEE Mechanical.We are the only civil support company in the state that has this centralised unity. We can supply the equipment, the people to operate it, the trucks to transport it to site, the crews to build it and the fuel to make it work. The best part is, when combined, we give major discounts directly back to our customers. Put simply, we can offer the complete package.We are mindful that project managers are looking for the most straightforward solutions without compromising on quality. Combining all our services has and will continue to provide a competitive advantage for those savvy companies wanting to reduce costs and simplify operations.  Call our team today on (08) 6401 8500",2009,,"Welshpool, Western Australia, Australia",,,WELSHPOOL,,,,,,machinery manufacturing,,,,,Self-employed,,,,,,,,,support@keegroup.com.au
Martogg & Company,https://www.linkedin.com/company/martogg-and-company,https://www.linkedin.com/company/1412730,martogg.com.au,"Martogg Group of Companies is Australia's largest privately-owned polymer distribution, resin compounding, and plastics recycling company.  We have been manufacturing and marketing polymer compounds, engineering and commodity resins, and recycled plastics for the Australian plastics industry and export markets since 1975.",,,"Dandenong, Victoria, Australia",,,Dandenong,,,,,,plastics manufacturing,,,,,Self-employed,,,,,,,,,
M&C Aviation Group,https://www.linkedin.com/company/m-c-aviation,https://www.linkedin.com/company/73027006,mncaviation.aero,"Specialists in GSSA & Aviation SupportM&C Aviation is a worldwide organization providing General Sales and Services to Airlines worldwide. We play an essential role in promoting the services of our airline principals vis-a-vis their customers to move product through to the consignee efficiently on a timely basis.M&C Aviation offers its principals a flexible and innovative approach to maximizing cargo sales and capacity utilisation. As cost efficiency is of increased importance in the aviation business today, outsourcing of cargo sales and service offers attractive solutions. We deliver high performance results with no fixed costs that give our customers maximum yield, revenue and profits. We are experienced in designing and conducting promotional campaigns, increasing visibility and heightening awareness of an Airline’s cargo product within the cargo community. Concise & timely financial reporting to the airlines and collection & repatriation of due payments are done according to each Airline’s required guidelines.As an established brand, we have been recognised among our principals across the globe for quality, professionalism & financial stability. We possess over 23 years of experience as a GSA, having built long lasting relationships with American, European and Middle Eastern hubs.M&C has built its reputation for having a dedicated team of trusted professionals that adhere to a strict code of business ethics, focus on superior customer service and provide reliable air cargo sales and service solutions.",1995,,"Melbourne, Victoria, Australia",,,Melbourne,,,,,++61383185100,aviation and aerospace component manufacturing,,,,"Aviation,Aircargo,Charterbroker",Self-employed,,,,,,,,,
ENZED,https://www.linkedin.com/company/enzed-global,https://www.linkedin.com/company/2374760,enzed.com.au,"At ENZED® we supply the most comprehensive range of hydraulic, industrial and pneumatic hose and fitting replacement parts which are available through one of our Service Centres or 24/7 from one of our mobile HOSE DOCTOR®s. Talk about service!  The ENZED solution was to develop comprehensively equipped service centers and then to take service to our customers via mobile hose shops that can make up virtually any replacement hose assembly quickly, reliably and cost effectively on site.Today, ENZED HOSE DOCTOR®’s are on call 24 hours a day, 7 days a week and our service is second to none.Our service, quality and response to our customers needs has seen our business grow across Australia and New Zealand, and, with the purchase of ENZED by the industry giant Parker Hannifin Corporation in 1989, we now have additional backing and access to the vast range of quality Parker products.Our product quality is unparalleled following a multi-million dollar investment program which began in 1992, with the company establishing a hoseWhen breakdowns occur, help is as close as the phone in the palm of your hand. With our mobile on-site HOSE DOCTOR® service you can get in touch with ENZED® quickly and efficiently.Each HOSE DOCTOR® has a fully equipped mobile workshop stocked with a large range of hydraulic and industrial hoses and fittings. We provide a highly regarded service to our customers, and we aim to minimise any downtime caused by unexpected hydraulic failures. Our HOSE DOCTOR’s are accredited and fully trained which means we get it right the first time!ENZED® HOSE DOCTORS® are on call 24 hours a day, 7 days a week and our service is second to none. As independent owner-operators, our HOSE DOCTOR® services are delivered by professionals who value your business and provide on-site sales and service to our customers.As an ENZED® customer you gain from the care and service level of a small business that is backed by the resources of a world leader, Parker Hannifin.",,,"Castle Hill, New South Wales, Australia",,,Castle Hill,,,,,,machinery manufacturing,,,,"Mobile hose repair,Hose & fittings supply,Hose,Fittings,24 hour services,onsite hose repair,Pneumatic Hose,Hydraulic Hose,Industrial Hose,Hose Doctor",Self-employed,,,,,,,,,
Cavill Power Products P/L,https://www.linkedin.com/company/cavill-power-products-p-l,https://www.linkedin.com/company/672809,cavpower.com,"Cavpower is the Caterpillar dealer for South Australia and Broken Hill NSW. Since 1972 Cavpower have been providing quality service and support to a range of industries, including general and heavy construction, mining, government, forestry, quarry, marine, power generation and on-highway trucks.With our network of 13 strategic locations across the state staffed by dedicated, expertly-trained technicians and support staff, we are committed to providing you with the service and support you need.We pride ourselves on making sure your Caterpillar equipment is at the peak of its performance. All of our branch locations provide a comprehensive range of parts, product support, equipment management, service and repair options. We also offer our customers support by maintaining and servicing all equipment makes and models.",1972,,"Northgate, South Australia, Australia",,,Enfield,,,"315 main north road, enfield, south australia 5085, au",5085,,machinery manufacturing,machinery,,,"New Caterpillar Equipment,Used Earthmoving Equipment,Rental,On-Highway Trucks,Power Systems,Mining Equipment,Caterpillar Certified Rebuilds",Self-employed,,"rental, power systems, mining equipment, caterpillar certified rebuilds, new caterpillar equipment, used earthmoving equipment, onhighway trucks",,,,,,,
Drive Group Australia,https://www.linkedin.com/company/drive-group-australia-pty-ltd,https://www.linkedin.com/company/91201194,drivegroupaus.com.au,"Drive Group Australia is a trusted partner and major contributor of investing capital into the Motor Vehicle Repair Industry to enhance and support its sustainability, quality, employment and training.As a growing national business, Drive Group Australia believes performance and success begins with fixing every vehicle to a high quality, and safe standard.  These quality standards are backed by our day to day commitment to provide excellent customer care and service.",,,"Mulgrave, Victoria, Australia",,,Mulgrave,,,,,,motor vehicle manufacturing,,,,,Self-employed,,,,,,,,,
Sigtech Solutions Australia,https://www.linkedin.com/company/sigtech-solutions-australia,https://www.linkedin.com/company/20324198,sigtechsolutions.com.au,"Sigtech Solutions Australia is a leading engineering and project delivery firm specialising in railway signalling and electrical services nationwide. We deliver tailored solutions through both lump sum and reimbursable contracts, ensuring flexible and cost-effective results for our clients. Our expertise spans project and construction management, testing and commissioning, maintenance, and safety assurance services, all with a focus on the rail transport sector. With a commitment to excellence and safety, we are dedicated to supporting Australia's rail infrastructure with reliable, high-quality service.",,,"Tomago, New South Wales, Australia",,,Beresfield,,,,,,railroad equipment manufacturing,,,,"Test and Commissioning,Maintenance,Construction Management,Project Management,Installation,Commissioning,Assurance,Signalling,Assurance",Self-employed,,,,,,,,,
Hutcheon & Pearce,https://www.linkedin.com/company/hutcheonandpearce,https://www.linkedin.com/company/7768150,hutcheonandpearce.com.au,"Hutcheon & Pearce is an authorised dealer for John Deere with 20 locations across NSW and over 70 years of experience. Our highly skilled team has extensive knowledge of agriculture, turf, compact construction and outdoor power equipment. At Hutcheon & Pearce we’re as linked to the land as you are. Family-owned since 1953, we’ve been working with farmers and machinery for three generations: our Service Centres service and support Agriculture, Turf and Compact Construction Machinery.Our workplace is out there with your machine, whatever you’re farming. Our highly skilled team has extensive knowledge of farming industries and new and pre-owned parts & sales solutions to match. Whether you’re farming hay, livestock, dairy, horticulture, viticulture, dryland, corn, cotton, orchards, rice, forage or silage, or you're in turf, small acreage or compact construction, we can advise you on the right gear to keep you moving.The Hutcheon & Pearce difference is about providing you with three things that make a big difference to your bottom line:Lowest total cost of ownershipLike you, we take the long view. Our machines offer the lowest total cost of ownership because “Nothing runs like a Deere”. Our extended service intervals, competitive parts pricing options, in-house finance and industry leading resale value means you’re investing in quality that pays. We also offer machine rental for peak periods or when you’re a machine down.Integrated technologyTechnology is the future of farming which is why it is at our core at Hutcheon & Pearce. John Deere integrated technology, or ‘Green on Green’ as we call it, means every piece of your system talks to each other. Seriously good service and supportWe do whatever it takes to keep you moving. We have a large support network of trained field technicians, 70 vehicles and a dedicated TECSight® Remote Support team to help you maximise your uptime.",,,"Mount Austin, New South Wales, Australia",,,Wagga Wagga,,,,,,machinery manufacturing,,,,"Tractor dealer,Tool Shop,ATV repair shop,Lawn Mower Shop,Tractor repair shop,Agricultural service,Farm equipment supplier,Lawn mower repair service,Dairy farm equipment supplier,Farm Equipment Repair Service",Self-employed,,,,,,,,,
Vesco Foods Pty Ltd,https://www.linkedin.com/company/vesco-foods-pty-ltd,https://www.linkedin.com/company/60624754,vescofoods.com.au,"Vesco Foods is a national leading food manufacturer established in Perth, Australia since 1974. We supply nutritious frozen meal solutions to Australia and Asia. We have formed long-term partnerships with some of the world’s best-known brands, as well as an array of leading retail, private-label, and international export clients. In Australia this includes major retail supermarkets, exports, food service, retail, petrol stations and convenience markets.Over the years, Vesco Foods has developed a large family of brands including consumer brands (On the menu, Super Nature, Lean Cuisine, Annabel Karmel, Jarraballi) and food service brands (7 Star, Clever Cuisine, Enrico’s). ",1974,,"Herdsman, Western Australia, Australia",,,"Osborne Park, Perth",,,,,+61892736100,food and beverage manufacturing,,,,,Self-employed,,,,,,,,,
Crust Gourmet Group,https://www.linkedin.com/company/crust-gourmet-group,https://www.linkedin.com/company/1385924,crust.com.au,"Pizza shouldn’t leave you feeling greasy and ashamed. It should be a delicious way to eat when life’s too busy or you simply just fancy your favourite. It used to be that you had to choose between a quality pizza or home delivery. Not any more. At Crust we bring restaurant quality gourmet pizzas, piping hot to your door. Join the legions of Crust fans and sign up to enjoy the guilt-free pleasure of the best home delivered pizza you’ve ever eaten. Really.",2000,,"Prahran, Victoria, Australia",,,Prahran,,,,,+61398508833,food and beverages,,,,,Self-employed,"https://twitter.com/crust_pizza, https://www.facebook.com/crustpizza/",,,,,,,,
DSD,https://www.linkedin.com/company/11188829999200yty,https://www.linkedin.com/company/3627590,linkedin.com,vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,,,"Nimbin, New South Wales, Australia",,,Nimbin,,,,,,manufacturing,,,,,Self-employed,,,,,,,,,
NTP Forklifts Australia,https://www.linkedin.com/company/ntp-forklifts-australia,https://www.linkedin.com/company/2992563,ntpforklifts.com.au,"Since our humble beginnings in 1983 NTP has evolved to become one of the leading suppliers of materials handling equipment in Australia. Today our focus is to supply a broader range of solutions, high quality of service and a national focus to our operations.NTP has structured itself to ensure that these features are maintained and delivered to our customers whilst further establishing ourselves as a benchmark for the supply of quality products and services throughout Australia.",1983,,"Dry Creek, South Australia, Australia",,,Gepps Cross,,,,,,machinery manufacturing,machinery,,,"Forklift Sales,Forklift Service & Repairs,Forklift Rental & Fleet Management,Forklift Parts",Self-employed,"https://twitter.com/ntpforklifts, https://facebook.com/NTPForkliftsAustralia","fleet management, repairs, forklift parts, forklift rental, forklift service, forklift sales",,,,,,,
Ballantyne Foods,https://www.linkedin.com/company/ballantyne-foods,https://www.linkedin.com/company/2501724,ballantyne.com.au,"Ballantyne is a family owned company which for more than half a century has been serving a global market for fine foods from one of the world's richest food producing nations. Butter The dairy division produces a range of packaged butter, dairy blend and margarine products. This encompasses portion control products (minitubs and mini wraps) to retail products (tubs and wraps) for the Australian and international markets. We are also proud to be the largest producer of canned butter in the world. Our brands include Ballantyne, Golden Churn, Red Feather, Wood Dunn, Blue Triangle and Hammer.Cheese Powders and Specialty PowdersOur food ingredient division specialises in spray dried dairy powders and other specialty powders. Foremost amongst these products is our range of cheese powders which include cheddar, blue, parmesan, romano and cream cheese varieties. Our cream cheese powder is world renowned and our new instantised yogurt powder sets impressive standards in solubility.",,,"South Melbourne, Victoria, Australia",,,South Melbourne,,,,,,food production,,,,"Butter and Cheese production,Product Development,Contract Manufacturing,Cheese powder and Specialty powder manufacturing",Self-employed,,,,,,,,,
Right2Drive,https://www.linkedin.com/company/right2drive,https://www.linkedin.com/company/2817293,right2drive.com.au,"Right2Drive is Australia and New Zealand's trusted leader in Accident Replacement Vehicles Accident Loan Vehicles, dedicated to ensuring that not at fault drivers get back on the road quickly and without stress. With a proven track record of over 250,000 satisfied customers, we offer like-for-like replacement vehicles throughout the repair process—at no cost to our customers.We are proud to deliver:4.8-star customer service: Our commitment to excellence drives everything we do.Employee development: We invest in our people, nurturing talent and growth.Supportive culture: We foster a collaborative environment where our team thrives.Ready to experience our service? Contact us:Australia: 1300 100 121 / Right2Drive.com.auNew Zealand: 0800 004 203 / Right2Drive.co.nz",,,"Beverly Hills, New South Wales, Australia",,,Beverly Hills,,,,,,motor vehicle manufacturing,,,,"Economy, Standard, Luxury, Sports & Commercial Rental Vehicles,Rental Vehicles,Accident Loan Cars,Accident Replacement Vehicles",Self-employed,,,,,,,,,
Tibaldi,https://www.linkedin.com/company/tibaldi,https://www.linkedin.com/company/18085236,tibaldi.com.au,"In 1934 the Tibaldi family of butchers had a dream – to provide Australian families with only the finest cuts of meat, processed the traditional way using their authentic recipes.Over the following 80 years that big dream has been fulfilled, with Tibaldi now a major supplier to the retail, route and food service industries right across the nation – and our products enjoyed by Australians everywhere. And though the way we produce and deliver our products has evolved throughout those decades, our dedication to crafting authentic, quality smallgoods has never changed.Tibaldi have two manufacturing sites located in Clayton, Victoria. These state-of-the-art facilities specialise in ham, bacon, smallgoods and fresh pork. Our newest processing facility, opened in 2020 marks us as an industry leader in delivering premium quality, fresh and value-added pork to the wholesale and retail sectors.",,,"Clayton, Victoria, Australia",,,Clayton,,,,,,food production,,,,"smallgoods,ham,bacon,fresh pork,food manufacturing,salami,christmas hams",Self-employed,,,,,,,,,
ZEDER Corporation,https://www.linkedin.com/company/zeder-corporation,https://www.linkedin.com/company/65278886,zedercorp.com,"ZEDER Corporation is the merged entity of Fulcrum Suspensions &Redranger (completed 29 Nov 2019).Together Fulcrum & Redranger bring together many decades of local and global leadership in the Automotive Aftermarket.Combined ZEDER is the world’s largest and leading manufacturer of automotive polyurethane bushings and related suspension components with operations in Australia, US, UK, and Vietnam.In Australia, the merged entity is one of the largest automotive steering and suspension businesses in the country with Wholesale and Retail Workshop operations nationally.The post-merger plan includes global expansion through consolidation (M&A), investment in innovation, technology, manufacturing, logistics, and our people to ultimately strengthen ZEDER Corporation’s global leadership role.BEHIND THE NAMEDerived from the inspirational Frederick Zeder who was a pioneer of the automotive industry in the early 20th century. Fred Zeder was a renowned engineer and in partnership with Carl Breer and Owen Skelton designed what would become the 1924 “Chrysler Six”. The Chrysler Six was the first modern automobile with shock absorbers and bushings to isolate the engine/suspension components plus many other innovations. This vehicle was fundamental to Chrysler becoming a success and the “Three Musketeers” as they were later known went on to lead the industry for decades due to their engineering prowess. These three men represented innovation, technical leadership, and a pioneering spirit which aligns with ZEDER Corporation’s core values.",2019,,"Coopers Plains, Queensland, Australia",,,Coopers Plains,,,,,+61243402355,motor vehicle parts manufacturing,automotive,,,"automotive,suspension,aftermarket,automotive aftermarket,control arms,suspension bushings,swaybars,shock absorbers,suspension links,manufacturing",Self-employed,,automotive & suspension,,,,,,,
Sabco Australia Pty Ltd,https://www.linkedin.com/company/sabco-australia-pty-ltd,https://www.linkedin.com/company/1360134,sabco.com.au,"Founded by the Hay family in 1892, we are very proud and fortunate to have produced and supplied cleaning products for Australia across twelve decades. Today we still pride ourselves on being Australia's iconic household brand, delivering our customers the best quality household products.",,,"Laverton North, Victoria, Australia",,,Laverton North,,,,,,manufacturing,,,,"Professional Cleaning Products,Consumer Cleaning Products,Premium Mircofiber,Innovation,Fast Moving Consumer Goods,Distribution,Design Cleaning Products",Self-employed,,,,,,,,,support@sabco.com.au
The Country Chef Bakery Co.,https://www.linkedin.com/company/country-chef,https://www.linkedin.com/company/8424307,countrychef.com.au,"Country Chef Bakery Co. is committed to creating innovative, unique, cost-effective dessert solutions for your business. We supply to the Food service, Retail and Export Markets.In the beginning, a need was identified to specialise in supplying the perfect Pavlova to many cafes and restaurants, as this can be a tedious and time-consuming task. Since 1993 the Bartlett family has devoted year’s worth of industry knowledge and experience into creating high quality, unique desserts, to a growing number of customers and clients.We have created a specialty range of desserts for the food service industry, which includes our two unique patented Pavlova designs, the “Original Mini Pavlova & Pavlova Sheet”. Country Chef specialises in creating unique custom designed desserts for all industries. The innovative collection includes an assortment of pavlovas, banana bread, and petite desserts that will be enjoyed by everyone!Everyday our teams purpose is to bring WOW! into everything we bake! We invite you to visit our website to view our selection of our beautifully made creations.",,,"Mons, Queensland, Australia",,,Kunda Park,,,,,,food and beverage manufacturing,,,,"Baking ,Food Manufacturing,Pavlova,Banana Bread,Food Service,Food Distribution,Prepackaged Food,Food Products,Export,Individually Wrapped,Gluten Free,Cupcakes",Self-employed,,,,,,,,,
Western Truck Group,https://www.linkedin.com/company/western-truck-group,https://www.linkedin.com/company/67843041,wtg.com.au,"Western Truck Group (WTG) is the home of parts, sales and service for Isuzu (Mackay only), Mack, UD and Volvo trucks for the greater part of Queensland, the Northern Territory and regional New South Wales. With branches in Toowoomba, Mount Isa, Darwin, Cairns, Townsville, Mackay, Rockhampton, Sunshine Coast and Dubbo, and supported by a strong network of regional Customer Service Centres, WTG has the transport needs of its customers well and truly covered.Our friendly and knowledgeable staff are dedicated to ensuring that every client experiences excellent customer service, synonymous with the WTG brand. Western Truck Group - With You For The Long Haul.",,,"Westbrook, Queensland, Australia",,,Harristown,,,,,746301977,motor vehicle manufacturing,,,,"Volvo Trucks,UD Trucks,Mack Trucks,Parts,Sales,Service,New Trucks,Used Trucks ,Trailer Sales,Customer Service",Self-employed,https://www.facebook.com/WesternTruckGroupAU,,,,,,,,
NÜTY - Nutritious & Tasty,https://www.linkedin.com/company/nutyindia,https://www.linkedin.com/company/17974328,nuty.in,"NÜTY (Pronounced “New Tea”) short for Nutritious & Tasty is on a mission to make healthy eating, convenient and affordable.  NÜTY is the first Food Tech Company in India to:• Develop and launch fresh ready-meals and fresh ready-to-eat curries made using non-thermal (HPP) and proprietary shelf-life extension techniques that offer better taste and preserves nutrition. (Patent Pending Technology)• Develop long shelf-life “restaurant quality products” suitable for both “Grab & Go” and “Ready-to-Eat” retail.• Develop Smart Chiller based ioT-AI based inventory management solution for perishable products.Our founders, Ray and Naveen, adopted a scientific approach that combines food science, modern food preparation and processing technology such as HPP (High-Pressure Processing) to extend the shelf-life of food by destroying harmful pathogens and keeping nutrients intact.  Every NÜTY Farm Fresh Kit and Chef-Prepared Meal Kit is boxed with care and follow stringent testing and strive to offer 100% freshness and food safety. • Sourced responsibly from independent farmers• Tested by the best Food Technologists and Engineers• Every product has a clean-label so you know exactly what you are eating.• Manufactured and packaged using modern ISO 22000:2018 certified HPP food production technology.• Delivered every week by following the best safety protocolsJoin us in our effort to bring the good food revolution to millions of people.Visit www.nuty.in to know more.",2016,,"Bengaluru, Karnataka, India",,,Bengaluru,,,"#73/14, Aiswarya Cyrstal Layout, Bommanahalli, Singasandra, Bengaluru, Karnataka 560068, IN",560068,+919442053511,food and beverages,,,,,Self-employed,"https://twitter.com/nutyindia, https://www.facebook.com/NuTyindia/",,,"Amazon AWS, Yotpo, Shopify, Nginx, Mobile Friendly, JQuery 2.1.1, Grafana, Google Tag Manager, Google Maps, Google Font API, Google Apps, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
Ozito Tools,https://www.linkedin.com/company/ozito-industries-pty-ltd-,https://www.linkedin.com/company/6921141,ozito.com.au,"Ozito Tools are a leader in the Australian and New Zealand hardware market of DIY power & garden tools. Our goal is simple, we want to lead the way when it comes to providing accessible, affordable, quality power and garden tools to help get your DIY jobs done.  Australia and New Zealand are nations full of proud and passionate DIY enthusiasts. They’re out in their gardens, sheds and workshops making improvements and getting the job done with Ozito. They are our DIY heroes. For over 25 years Ozito has proudly helped its customers grow and inspire their love for building, gardening and creating.",,,"Dandenong, Victoria, Australia",,,Dandenong South,,,,,,manufacturing,,,,"Power Tools,Garden Tools,Garden Pumps,Cordless Tools,Hand Tools,Pressure Washers,Tool Accessories,Tool Design,Tool Engineering ",Self-employed,,,,,,,,,
Solahart Industries,https://www.linkedin.com/company/solahart-industries,https://www.linkedin.com/company/6622973,solahart.com.au,"For 70 years, Solahart has been Australia’s solar pioneer, installing more than a million solar water heaters worldwide, and over 600,000 solar power panels in Australia alone. Australians can rely on Solahart to help them build their smart energy future.Solahart offers a comprehensive range of innovative and adaptive smart solar products, including solar water heaters, solar power systems, home battery storage, and Australia’s first solar-smart electric water heater. All Solahart products have been designed and manufactured to withstand even the harshest Australian conditions. Customers can grow their solar plans, piece by piece with Solahart to capture and store more energy from the Australian sun, save on their energy bills, actively contribute to a more sustainable future and help stabilise the grid. Solahart is the renewables arm of Rheem Australia Pty Ltd.",1953,,"Rydalmere, New South Wales, Australia",,,Rydalmere,,,,,+61296849100,renewable energy semiconductor manufacturing,,,,"Solahart Solar Hot Water,Solahart Solar Power (PV),Energy Storage,Solahart PowerStore,Smart Connected Technology,Home Energy Management,Heat Pump Water Heating,Solar-Ready Electric Hot Water,Renewable Energy,Commercial Solar",Self-employed,https://www.facebook.com/SolahartAust/,,,,,,,,
MPM Marketing Services,https://www.linkedin.com/company/mpm-marketing-services,https://www.linkedin.com/company/602489,mpmmarketing.com.au,"MPM Marketing Services is Australia’s leading company promoting quality sustainable food packaging to industry. We manufacture and market a range of over 2000 products through an extensive network of distributors across Australia and New Zealand. MPM Marketing Services'​ most prominent brand Castaway® includes a wide range of products such as: paper & plastic cups, food containers, wrapping materials, plates, bowls, food trays, napkins, cutlery, bags and wipes. All Castaway® products are owned and marketed exclusively by MPM Marketing Services. With offices in Brisbane, Sydney, Melbourne, Adelaide and Perth (servicing all of Australia) and a licensee in New Zealand, MPM has grown to become Australia’s leading provider of quality disposable food packaging products.Our brands include Our brands include: Castaway®, PrimeSource®, Costwise®, Parego® and Roastar. ",1973,,"Brisbane Airport, Queensland, Australia","Pinkenba, Queensland, Australia",,Brisbane Airport,,,15 Viola Place,4008,,packaging and containers manufacturing,packaging and containers,,,"Custom Design & Print Packaging,Cups, Lids & Accessories,Food Containers,Wrapping Materials,Plates & Bowls,Food Cartons,Food Trays & Platters,Cutlery & Napkins,Gloves & Food Preparation Apparel,Wipes & Clothes,Paper & Plastic Bags,Washroom Products",Self-employed,,"gloves, accessories, wipes, custom design, print packaging, cups, clothes, paper, bowls, plastic bags, plates, cutlery, napkins, food containers, lids, washroom products, food trays, platters, wrapping materials, food cartons, food preparation apparel",,,,,,,
John Sands,https://www.linkedin.com/company/john-sands,https://www.linkedin.com/company/52242,johnsands.com,"John Sands is a wholly owned subsidiary of American Greetings Corporation. Together with UK Greetings we form the largest privately listed greeting card and social expression group in the world. John Sands is a leading manufacturer of innovative social expression products.To help consumers connect and celebrate their relationships in a way that truly reflects themselves, John Sands offers an extensive product line including greeting cards, gift-wrap, stationery and calendars. Our major brands are John Sands, Papyrus, Recycled Paper Greetings, Forget Me Not, Simply JS, Creative Stationery and The Ink Group.In addition to these product lines, John Sands licenses popular character brands and designs through partnerships with well-known character brands and numerous European design studios. John Sands offers the very best product from around the world to Australia and New Zealand. Headquartered in Melbourne, Australia, John Sands products are available nationally at leading retailers and newsagents across Australia and New Zealand.Want to know more about us?  Visit us here at: http://johnsands.com/",1837,,"Mulgrave, Victoria, Australia",,,Mulgrave,,,"382 wellington road, mulgrave, vic 3170, au",3170,+611800033411,manufacturing,mechanical or industrial engineering,,,"Greeting Cards,Gift Packaging,Stationery,Social expression products,retail",Self-employed,https://www.facebook.com/JohnSandsANZ,"retail, greeting cards, stationery, gift packaging, social expression products",150000000,"reCAPTCHA, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Maps, Google Font API, Apache",,,,,
Heartland Motors,https://www.linkedin.com/company/heartland-motors,https://www.linkedin.com/company/951655,heartland.com.au,"Heartland Motors, a leading car dealer in Sydney, provide users with the best prices on all new and used cars, car services, car parts and even car finance. Our car brand range includes Hyundai, Mitsubishi, Suzuki, Kia, Jeep, Chery, SsangYong and MGHeartland Motors is a family owned and operated company serving Sydney's heartland since 1966Our Vision:To be recognised as a successful organisation, committed to making a positive impact on the community, our customers and our staff.Our Mission:To provide the best total automotive solutions to our customers.We believe in developing our corporate culture in such a way as to eliminate the negative perceptions often associated with the purchase of a new or used vehicle and aim to provide an enjoyable and stress free experience.",1966,,"Blacktown, New South Wales, Australia",,,Blacktown,,,"20 chicago avenue, blacktown, new south wales, australia",2148,+61288580777,motor vehicle manufacturing,automotive,,,vehicle Sale,Self-employed,"https://twitter.com/HeartlandMotors, https://facebook.com/Heartland-Motors/167911336590337","mitsubishi, suzuki, jeep, fiat, hyundai, dodge, chrysler, ford, kia, great wall, hsv, vehicle sale & holden, isuzu ute",437000000,"Route 53, Mobile Friendly, Microsoft Office 365, Mapbox, LiveChat, Google Tag Manager, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Amazon CloudFront, Amazon AWS",,,,,
