company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Edmund Rice Education Australia,https://www.linkedin.com/company/edmund-rice-education-australia,https://www.linkedin.com/company/18150963,erea.edu.au,"Edmund Rice Education Australia (EREA) is the network of schools, entities and offices offering a Catholic education in the tradition of Blessed Edmund Rice. Established by the Christian Brothers in 2007, EREA now has full responsibility for the schools operated by the Brothers at that time. With the addition of schools established since 2007 there are now 54 schools enrolling over 39,000 students, through all states and territories of Australia. As part of their mission within the Church and shaped by the charism of Blessed Edmund Rice, schools offer an education guided by the Charter for Catholic Schools in the Edmund Rice Tradition.EREA has its own canonical and civil identity but remains closely connected to the Christian Brothers and their ongoing ministry. Schools operate in dioceses with the mandate of the local Bishop.",2007,,"Melbourne, Victoria, Australia","Cremorne, Victoria, Australia",,Melbourne,,,9 The Vaucluse,3121,+61394263200,education administration programs,government administration,education management,,,Self-employed,,,,"WordPress.org, Vimeo, Outlook, Mobile Friendly, Microsoft Office 365, LearnDash, Google Analytics, Facebook Widget, Facebook Login (Connect), Eloqua, Atlassian Cloud, Apache",,,,,
Journey Early Learning Group,https://www.linkedin.com/company/journey-early-learning-group,https://www.linkedin.com/company/7661277,journey.edu.au,"At Journey Early Learning, we aim to create an environment that is safe, secure and homely, where everyone feels welcome. Our future is one filled with endless possibilities and growth opportunities, and together, we’ve developed an educational approach that is inspiring, stimulating and encouraging.When it comes to early learning, our educators have a vital role to play. Journey educators are passionate, considerate, educated, inspirational and welcoming. Our educators understand that learning is a journey and enjoy developing deeper connections with children, families and the wider community. All our educators hold a minimum Certificate Ill in Children's Services and each room has an educator who also holds a Diploma in Children's Services or higher.Every educator is provided with professional development and a customised professional development plan. For parents, the quality of educators is one of, if not the most important consideration — that's why we continually empower all Journey people to do their job to the best of their ability.Every journey has to begin somewhere, and yours begins right here.",2014,,"Macquarie Park, New South Wales, Australia",,,North Ryde,,,,,+610731021303,education administration programs,government administration,,,"Early Education,Early Learning,Early Childhood Education",Self-employed,https://www.facebook.com/journeyearlylearning,"early childhood education, early learning, early education",,"WordPress.org, Vimeo, Typekit, Outlook, Nginx, New Relic, Mobile Friendly, Microsoft Office 365, Microsoft Azure Monitor, Microsoft Application Insights, LiveChat, Gravity Forms, Google Tag Manager, Cloudways, Bootstrap Framework",,,,,
ABBOTSLEIGH SCHOOL,https://www.linkedin.com/company/abbotsleigh-school,https://www.linkedin.com/company/6006682,nsw.edu.au,"Abbotsleigh is a Pre Kindergarten to Year 12 independent Anglican day and boarding school for girls located in Wahroonga, on Sydney’s North Shore.The School, founded in 1885,  has established an excellent reputation as one of the country's top private schools for girls. At Abbostleigh, each girl has the opportunity to develop her potential by fostering her pursuit of personal and academic excellence. The School provides a quality, well balanced education, underpinned by the Christian faith. Each girl is empowered to be a courageous, constructive and compassionate world citizen, who embraces diversity and has a will to serve others.Abbotsleigh was the top ranking NSW independent school in the 2013, 2014 and 2015 HSC ATAR results, with the class of 2016 also achieving exceptional results. ",1885,,"Wahroonga, New South Wales, Australia",,,WAHROONGA,,,"1666 PACIFIC HWY, WAHROONGA, NSW 2076, AU",2076,+61294737700,education administration programs,government administration,education management,,"Early Learning Centre (long day Reggio education for 0-5 year olds),Junior School (Transition, Kindergarten to Year 6),Senior School (Secondary and Boarding School),AbbSchool (Sports Co-curricular and Holiday Program)",Self-employed,"https://twitter.com/Abbotsleigh, https://www.facebook.com/Abbotsleigh/","senior school, early learning centre, kindergarten to year 6, junior school transition, abbschool",,"YouTube, Vimeo, Outlook, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Font API, Bootstrap Framework, ASP.NET",,,,,
Mount Scopus Memorial College,https://www.linkedin.com/company/mount-scopus-memorial-college,https://www.linkedin.com/company/1036497,vic.edu.au,"We offer an all-around education of excellence, enhanced by a wide array of co-curricular opportunities. Jewish identity, Hebrew and the centrality of Israel are integral to learning and play, and are taught in a modern, engaging way.Scopus students enjoy an extensive curriculum and are encouraged to participate in a full range of academic, artistic, sporting, community and leadership activities. Because they learn what they love, our students love what they learn. The result is high achievement and an enjoyable school experience.Mount Scopus is an accredited world school for the International Baccalaureate Organization's Middle Years Programme and a candidate school for the Primary Years Programme. These programmes help develop independent thinking, positive attributes, responsibility and a global outlook in students.",,,"Burwood, Victoria, Australia",,,Burwood,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Kinross Wolaroi School,https://www.linkedin.com/company/kinrosswolaroischool,https://www.linkedin.com/company/6809805,nsw.edu.au,"Located in the thriving regional centre of Orange, strengthening rural communities in the Central West of NSW has been as the heart of Kinross Wolaroi School for over 130 years.From its humble beginning in 1886 as Weymouth House School for boys (which grew to become Wolaroi College, to the introduction of a second school – Presbyterian Ladies College Orange in 1928) to the eventual amalgamation of the two schools to become Kinross Wolaroi School in 1975, the School has had a rich boarding heritage and connection with generations of regional families seeking a co-educational and independent boarding and day school for their family from Pre-Prep to Year 12, with separate boarding sites for boys and girls from Year 7.Kinross Wolaroi School opens up a world of opportunity for students in the Central West of NSW. An unrivaled regional academic program is complemented by a vibrant co-curricular offering where students discover and develop their individual talents. Our students thrive in an inspirational learning environment that blends modern facilities and heritage buildings within breathtaking grounds.When students come to Kinross Wolaori School, they join a family where an inclusive community and grounded culture create a sense of belonging. Respect for our Christian heritage and a spirit of service and social justice encourages Kinross Wolaroi students to become valuable contributors to their communities.There are currently over 1100 students from Pre Prep through to Yr. 12. At Kinross Wolaroi School, boarding is central to our school community, where close to half of our senior school is comprised of boarding students. For over a century, Kinross Wolaroi School has been motivating students to become men and women of integrity.To keep up to date with Kinross Wolaroi School follow our social member and video accounts:https://www.instagram.com/kinrosswolaroischool/ https://www.facebook.com/KinrossWolaroiSchool/https://vimeo.com/kinrosswolaroischool",,,"Orange, New South Wales, Australia",,,Orange,,,,,,education administration programs,,,,"Education,Pre Prep,Primary School,Secondary School,Boarding,High School",Self-employed,,,,,,,,,
Tasmanian Catholic Education Office,https://www.linkedin.com/company/tasmanian-catholic-education-office,https://www.linkedin.com/company/585671,tas.edu.au,"A proud part of the Catholic Education Tasmania community, the Tasmanian Catholic Education Office operates to support 38 Catholic schools across Tasmania.We offer students from all backgrounds a quality education enriched by our Catholic faith. If you would like to work with us to provide the best outcomes for our students please view the current opportunities via our website.",1961,,"Lenah Valley, Tasmania, Australia",,,New Town,,,"5 Emmett Pl, New Town TAS 7008, Australië",7008,362108888,education administration programs,government administration,,,,Self-employed,https://www.facebook.com/CatholicEducationTasmania/,,,"reCAPTCHA, Outlook, Nginx, Mobile Friendly, Google Tag Manager, Google Font API, Google Cloud Hosting, Google Apps, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, Apache",,,,,
Ilim College,https://www.linkedin.com/company/ilim-college,https://www.linkedin.com/company/7655788,vic.edu.au,"Ilim College is a grade prep to year 12 VCE co-educational Islamic school that offers a broad dynamic curriculum that provides the opportunity to develop academic, practical, creative, and sporting skills.  ",1995,,"Campbellfield, Victoria, Australia",,,Campbellfield,,,"1473 Sydney Rd, Campbellfield, Victoria 3061, AU",3061,+61393023770,education administration programs,education management,,,"Education,Community,Schooling,Islamic Education,Faith",Self-employed,"https://twitter.com/ilimcollege, https://www.facebook.com/IlimCollege","education, community, faith, schooling, islamic education",3013000,"Typekit, Mobile Friendly, Google Tag Manager, Google Font API, Google Apps, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework",,,,,
Sparrow Early Learning,https://www.linkedin.com/company/sparrowearlylearning,https://www.linkedin.com/company/19088186,sparrow.edu.au,"Welcome to Sparow Early Learning!At Sparrow Early Learning, we believe in nurturing the potential of every child, fostering their growth through curiosity, creativity, guided by the principles of Reggio Emilia and underpinned by the Early Years Framework.We celebrate each child’s individuality, encouraging them to explore and discover the world around them. Our centres provide safe, caring and stimulating environments where children feel secure, fostering trusted relationships that help them flourish emotionally, socially, and cognitively.The Sparrow experience is built on five key partnerships: Educators, children, families, the environment, and the community. Together, we create a vibrant, inclusive learning community where children develop confidence, tolerance and an understanding of diversity. At Sparrow, our commitment goes beyond the children in our care. We are passionate about building a positive, open, and supportive workplace where every team member feels valued and fulfilled. We know that happy, motivated Educators are key to a child’s success, which is why we prioritise professional development, career growth and recognition. Joining Sparrow is more than just a job — it’s becoming part of a family that nurtures a warm and inclusive culture. We foster a work environment where employees can find satisfaction, purpose and balance.We reward the exceptional contributions of our team with monthly recognition awards, and our leadership team is dedicated to providing ongoing training and support. At Sparrow, we are committed to helping our Educators thrive. If you are looking for a rewarding career that makes a meaningful difference, explore opportunities with Sparrow and learn more about The Sparrow Way. Together, we can build a future where children can reach their full potential.Visit our website to make your move!  Join the Sparrow Nest today www.sparrow.edu.au/careers ",2017,,"Murarrie, Queensland, Australia",,,Murarrie,,,"44 borthwick avenue, murarrie, queensland, australia",4172,1300441441,education administration programs,government administration,,,"childcare,early childcare,qualified educators,Reggio Emilia,kindergarden,teacher,early childhood education",Self-employed,https://www.facebook.com/SparrowEarlyLearningCentresAUS/,,,"WordPress.org, Wix, Varnish, Outlook, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Gravity Forms, Google Tag Manager, Google Places, Google Maps, Facebook Login (Connect), DoubleClick, Bootstrap Framework",,,,,
The BUSY Group,https://www.linkedin.com/company/the-busy-group,https://www.linkedin.com/company/91310023,busyatwork.com.au,"The BUSY Group is a not-for-profit organisation providing apprenticeship, employment and skills solutions to businesses large and small. For more than 45 years, we have provided government with skilled contract execution, employers and industry with demand-driven solutions, and individuals with outcomes that meet their changing needs and create opportunities to realise their full potential.An innovative and diverse organisation delivering services across Australia, we are committed to our mission of having more people in jobs, more people learning new skills and more people exposed to positive change in partnership with government, employers and industry.",,,"Labrador, Queensland, Australia",,,Southport,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
"Catholic Schools, Diocese of Maitland-Newcastle",https://www.linkedin.com/company/catholic-schools-office-of-maitland-newcastle,https://www.linkedin.com/company/7950319,catholic.edu.au,"The Catholic Schools Office (CSO) is responsible for the leadership, operation and management of co-education schools which educate more than 20,000 students in 58 schools across the Catholic Diocese of Maitland-Newcastle.Serving the communities in a wide-ranging area from Swansea in the south, to Taree in the north on the coast, inland to Scone, Merriwa and Denman in the north-west, to the south-western region of Lake Macquarie, our Catholic Schools ensure each and every student receives a quality education in a supportive environment and has the opportunity to grow academically, spiritually, physically and emotionally. The Maitland-Newcastle Catholic Diocese family welcomes all who seek the life long-value of a Catholic education and strives to help every child reach their potential. We cater for a range of learning needs and endeavour to support each individual in their learning journey. We aim for our graduates to live prosperous, purposeful lives, who aspire to make meaningful contributions to their community.  The CSO employs more than 2,000 staff ensuring each student receives a quality education and has the opportunity to grow academically, spiritually, physically and emotionally. ",,,"Newcastle West, New South Wales, Australia",,,Newcastle,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Clayfield College,https://www.linkedin.com/company/clayfield-college,https://www.linkedin.com/company/899798,qld.edu.au,"Established in 1931, Clayfield College is a vibrant day and boarding school located in Clayfield, Brisbane. We proudly welcome students from across Australia and around the world, offering education from Pre-Prep to Year 12. Governed by the Presbyterian and Methodist Schools Association, we are dedicated to fostering a nurturing and inclusive environment for all our students.A Clayfield College education goes beyond the acquisition of knowledge, encouraging the questioning of existing knowledge and the creation of new knowledge. Our students learn to think critically, act compassionately and communicate insightfully, allowing them to contribute meaningfully to the world and let their light shine. Clayfield College is a thriving co-educational school unlike any other in Brisbane. The College's educational framework is intentionally structured to maximise your child's growth at all stages of their development. The Parallel Learning model at Clayfield College will see students experience all the advantages of a coeducational environment as they grow and develop through their early years and primary school. Year 7 is a single-sex learning stream, continuing through Years 8 and 9. In Year 10 students come together for selected classes and then benefit from fully coeducational classes in Years 11 and 12. This unique approach delivers the advantages of coeducation and single-sex education on the one campus – it’s the best of both worlds. The College employs highly qualified, committed and innovative academic and support staff, who value outstanding opportunities, where academic rigour works in harmony with an authentic and very intentional wellbeing program and where every member of the community is known and valued as an individual. We invite you to visit www.clayfield.qld.edu.au or reach out to us on (07) 3262 0262 or enrol@clayfield.qld.edu.au for enrolment and tour details. ",,,"Hendra, Queensland, Australia",,,Clayfield,,,,,,education administration programs,,,,"Education,Independent,Academic,Co-curricular programs,School of Excellence,Performing and Visual Arts,Local and International students,STEM,Co-Educational,Boarding",Self-employed,,,,,,,,,
Construct Traffic,https://www.linkedin.com/company/construct-traffic,https://www.linkedin.com/company/3666126,constructtraffic.com.au,"Construct Traffic was established in 2007. Over the years Construct Traffic has become a leader in Victoria Traffic Management with a proven track record of excellence. Construct Traffic’s expertise allows us to adapt to the ever-changing demands of today’s Road Infrastructure, Construct Traffic is ready to tackle a large variety of projects with some professional attitude, appropriate tools and trained personnel to get the job done correctly and safely.As Victoria’s fastest growing Traffic Management Company, Construct Traffic ensures our qualified traffic controllers have experience and are professional. Construct Traffic’s experience includes the successful facilitation of infrastructure projects for major companies including Civil Infrastructure, Maintenance, and utility sectors, Local and State Governments. We employ over 350 field staff complemented by our management and administration team.  Our Traffic Controllers are all accredited and backed by a clean and modern fleet of approx. 150 fully equipped vehicles. With our in-depth knowledge of Traffic Management and Road Safety Auditing Skills, Construct Traffic can offer you the safest, most efficient and cost-effective Traffic Management Solutions at all times. Construct Traffic has a fleet of sufficient size to deploy our staff to any job to meet the Traffic Management resourcing requirements of our clients.Contact us today on 1300 73 60 30. ",,,"Gladstone Park, Victoria, Australia",,,Tullamarine,,,,,,public safety,,,,"Traffic Management,Traffic Control,Traffic Controllers,Traffic Management Plans,Traffic Management Consulting ,Equipment Hire ,Event Traffic Management ,Traffic Planning ",Self-employed,,,,,,,,,
Story House Early Learning,https://www.linkedin.com/company/story-house-early-learning,https://www.linkedin.com/company/18789977,shel.edu.au,"At Story House, every child’s story matters to us. We believe that each child is on their own unique journey that shapes the person they are and who they will become. Just like chapters in a book, we understand that each child steps through their ‘story’ at their own pace and in their own time.We believe learning is a lifelong journey and that early childhood education and care provides the foundation for learning for life. Children make sense of the world around them through the use of processes such as exploration, collaboration and problem solving across all aspects of the curriculum.They develop dispositions such as curiosity, persistence and creativity and use play to investigate, imagine and explore ideas, follow and extend their own interests.Children develop understandings of themselves and their world through active, hands-on play. A supportive active learning environment and responsive holistic programs enable children to follow their interests, feel success, thrive and have fun.Our educators are key to supporting children on their journey and we believe that relationships with families and community are key to supporting children to be global citizens and helping them to reach their potential.Let your story begin with us...",,,"Norman Park, Queensland, Australia","Greenslopes, Queensland, Australia",,Cannon Hill,,,,,,education administration programs,,,,early childhood education,Self-employed,,,,,,,,,
Canberra Girls Grammar School,https://www.linkedin.com/company/canberra-girls-grammar-school,https://www.linkedin.com/company/10689003,act.edu.au,"Discover a 100-year legacy of educational excellence, connection and opportunity.Canberra Girls Grammar School (CGGS) is an independent, non-selective Anglican school. For a century, generations of students from across Australia and the globe have experienced that at CGGS, anything is possible. Founded in 1926, Mother Emily Ayckbowm’s Anglican Community of the Sisters of the Church opened the doors with just 10 students. Established by trail-blazing women, the Sisters' spirit of fearless leadership, visionary thinking, unwavering resilience and a deep passion for learning lives on. Located in the heart of the nation’s capital, and now spanning three campuses, CGGS provides a world-class educational and co-curricular offering. Perfectly positioned at mid-sized with 1300+ students, the School is co-educational from Early Learning to Year 3, then female-focused through to Year 12.  CGGS values the whole child—all are encouraged to be involved in a range of pursuits in, and beyond the classroom. Students have many opportunities to nurture existing talents, discover new interests and develop their skills to become the well-rounded, contributing, informed young people that the world needs.  The School is recognised as award-winning and with a reputation for excellence in academic outcomes, consistently resulting in exemplary NAPLAN, BSSS and IBDP scores. It is an International Baccalaureate (IB) World School and offers the Primary Years Programme (PYP), Middle Years Programme (MYP) and Diploma Programme (DP) across Kindergarten to Year 12, with a choice between the ACT BSSS and IB Diploma.At CGGS you will evolve into someone that exceeds even your own expectations.Find your possible at cggs.act.edu.auCRICOS Provider No. 01294F",,,"Russell, Australian Capital Territory, Australia",,,Deakin,,,,,,education administration programs,,,,"Academic Studies,International Baccalaureate (PYP and Diploma),Pastoral Care,Boarding,Co-curricular Activities,Leadership",Self-employed,,,,,,,,,
Sheldon College,https://www.linkedin.com/company/sheldon-college,https://www.linkedin.com/company/1614437,sheldoncollege.com,"An independent, co-educational, non-denominational College situated in Brisbane’s Bayside. Committed to its basic philosophy of Love, Laughter and Learning, Sheldon College caters for children from 15 months of age through to Year 12. Sheldon College is recognised for outstanding achievements in the academic, sporting and cultural arenas. Nestled in a picturesque, semi-rural setting, the College is recognised as one of the most outstanding private schools in the country.",1997,,"Capalaba, Queensland, Australia",,,Sheldon,,,"Taylor Rd, Sheldon, QLD/Australia 4157, AU",4157,+61732065555,education administration programs,government administration,education management,,"Early Learning,Junior College,Middle College,Senior College,Sport,Arts",Self-employed,"https://twitter.com/sheldontriclub, https://facebook.com/sheldontriathlonclub","sport, arts, early learning, middle college, junior college, senior college",4196000,"Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Hubspot, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, CloudFlare Hosting, Amazon SES",,,,,
Tara Anglican School for Girls,https://www.linkedin.com/company/the-council-of-tara-anglican-school-for-girls,https://www.linkedin.com/company/6023823,nsw.edu.au,"Tara Anglican School for Girls is an inspirational learning environment for Pre Kindergarten to Year 12 girls in North Parramatta. The school has a rich heritage of more than 125 years of girls'​ education with modern and powerful teaching in the 21st century. High academic results are being attained and a wide variety of opportunities are offered for girls to develop holistically within a strong Christian framework. Tara has a strong and proud tradition as an Anglican, non-selective school for girls which nurtures its students academically and spiritually and provides great opportunities in the cocurricular arenas of the arts, sports and the service of others. It is a day and boarding school filled with energy and vitality and the students enjoy impressive facilities and excellent teaching by passionate and dedicated staff. Our purpose is to be a Christian learning community, characterised by excellence, which encourages and empowers girls to achieve and serve in a dynamic world.",,,"North Parramatta, New South Wales, Australia",,,North Parramatta,,,,,,education administration programs,,,,"Educating Girls,Empowering Young Women,Leaders of Learning,Specialist in Girl's Education,IB World School",Self-employed,,,,,,,,,
QIBA,https://www.linkedin.com/company/qibaofficial,https://www.linkedin.com/company/19149859,qiba.edu.au,"QIBA Pty Ltd (trading as Queensland International Business Academy) is an Australian government registered training organisation delivering full time Nationally Accredited Vocational Education courses, ELICOS (English Language Intensive Courses for Overseas Students) courses, Part-Time and Full-Time programs in PTE-A as well as the Professional Year Program (PYP) for Graduates of Information and Communications Technology. Our Registered Training Organisation Number is 5304 and CRICOS provider code is 01515J. We have two delivery locations for our full-time courses, one in the heart of Sydney and one in the heart of Brisbane. Both locations are centrally located for easy access to trains and buses.",,,"Brisbane City, Queensland, Australia",,,Brisbane City,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Apprenticeship Careers Australia,https://www.linkedin.com/company/apprenticeship-careers,https://www.linkedin.com/company/18175039,apprenticeshipcareers.com.au,"Australia's leading employer of apprentices and trainees in healthcare, infrastructure business and trade. ​We take the hard work and administration of recruiting and employing an apprentice or trainee, so employers can focus on running a successful business and training them to their specific needs.​🏆 Winner of the 2022 Awards for Excellence in Group Training ​🏆 Winner of the 2019 Awards for Trainee of the Year​",,,"Harris Park, New South Wales, Australia",,,Parramatta ,,,,,,education administration programs,,,,"Apprenticeship Careers Australia,Traineeship,Apprenticeship,Mentoring,Infrastructure Traineeship,Trade Apprenticeship,Apprenticeship Jobs,Trade Jobs,Traineeship Jobs,Healthcare Jobs,GTO,Group Training Organisation,Job Seekers,Jobs Roles,School Based Apprenticeship,School Apprenticeship,Career Advisors",Self-employed,,,,,,,,,
Townsville Catholic Education Office,https://www.linkedin.com/company/townsville-catholic-education,https://www.linkedin.com/company/539289,catholic.edu.au,"Townsville Catholic Education Office is a service organisation supporting 29 Catholic schools and employing more than 2,500 staff throughout the Diocese.Our mission is to provide services to our Catholic school communities which support them in achieving quality outcomes for students and in promoting the ongoing development of Catholic Education.",,,"Kirwan, Queensland, Australia",,,Townsville,,,2 Gardenia Ave,4817,,education administration programs,education management,,,,Self-employed,,,,,,,,,
Aspire Early Education & Kindergarten,https://www.linkedin.com/company/aspire-early-education-kindergarten,https://www.linkedin.com/company/31284710,vic.edu.au,"At Aspire Early Education and Kindergarten, we understand that your goal as a parent is to enhance your child’s full potential by providing them with the best possible start in life. We believe children respond, learn, and grow better in positive community environments. Whether this relates to our families, children, educators, or the local community, all these parts are important to work together to provide a safe place of learning where children are nurtured to reach their full potential.We strive to provide high-quality education and care delivered by professional passionate educators for all children and families in our communities. We believe in supporting transitions throughout each child's educational journey.The Aspire philosophy revolves around three key values, Aspire to Connect, Aspire to Learn, and Aspire to Grow. Our philosophy is embedded in all our people, programs, and processes.",,,"South Yarra, Victoria, Australia",,,South Yarra,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
AIBTGlobal,https://www.linkedin.com/company/aibtglobal,https://www.linkedin.com/company/33289994,aibtglobal.edu.au,"AIBT is one of the top private vocational education providers in Australia, delivering over 90 different Australian qualifications to international students from over 80 countries. AIBT has two main types of international students - one looking towards academic pathways to universities, and the other interested in vocational training to gain a skill and be job ready. Within Australia, we have state-of-the-art campuses in Brisbane, Sydney and Hobart, as well as two signature training restaurants, two engineering workshops and an international campus in Singapore.Currently, we deliver our training across seven main faculties:•	Branson School of Business and Technology•	Diana School of Community Services•	Ace Aviation Aerospace Academy	•	Bespoke School of Grammar•	Sheldon School of Hospitality•	Edison School of Tech SciencesEstablished in 2015, AIBT today has recruited over 9000 international students. The business has transitioned from a small training institute to a reputed and culturally diverse organisation in Australia.",2015,,"Wishart, Queensland, Australia",,,Upper Mt Gravatt,,,"Levels 1-3/18 Mt Gravatt-Capalaba Road, Upper Mt Gravatt, QLD 4122, AU",4122,1300128199,education administration programs,education management,,,,Self-employed,"https://twitter.com/AIBTGlobal/, https://www.facebook.com/AIBTGlobal/",,,"reCAPTCHA, WordPress.org, Typekit, SendInBlue, Outlook, Mobile Friendly, Microsoft Office 365, Hotjar, Gravity Forms, Google Tag Manager, Google Play, Google Font API, Google Analytics, GoSquared, Freshdesk",,,,,
Waverley College,https://www.linkedin.com/company/waverley-college,https://www.linkedin.com/company/4794605,nsw.edu.au,"Waverley College is private Catholic School for boys in the eastern suburbs of Sydney catering for 1500 students from Years 5-12. Established in 1903 by the Christian Brothers, Waverley College now operates under the governance of Edmund Rice Education Australia. Waverley College is a member school of the Associated Schools of NSW (CAS).",,,"Bronte, New South Wales, Australia",,,Waverley,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Corrections Victoria,https://www.linkedin.com/company/corrections-victoria,https://www.linkedin.com/company/8583049,corrections.vic.gov.au,"Corrections Victoria is a law enforcement company based out of Melbourne, Australia.",,,"Melbourne, Victoria, Australia",,,Melbourne,,,,,+61352208222,law enforcement,,,,,Self-employed,,,,"YouTube, Route 53, Mobile Friendly, Hotjar, Google Tag Manager, Apache, Amazon AWS",,,,,
Catholic Education - Diocese of Cairns,https://www.linkedin.com/company/catholic-education---diocese-of-cairns,https://www.linkedin.com/company/15083020,catholic.edu.au,"The Cairns Diocese encompasses some of the most beautiful, environmentally unique locations in Australia.  Situated along Queensland’s tropical north east coast where World Heritage-listed rainforests meet the Great Barrier Reef, many new residents will attest that they came for a holiday and stayed for the lifestyle and friendly locals.With 30 primary and secondary Catholic schools and colleges located throughout the Diocese from Tully in the south, the Atherton Tablelands in the west and then north to the glorious Torres Strait Islands, Cairns Catholic Education has teaching, non-teaching, leadership and specialist positions on offer for dedicated professionals who are committed to providing inclusive, high-quality educational, spiritual, moral, emotional and physical outcomes for students from a wide range of backgrounds and circumstances.Catholic Education in the Cairns Diocese is proud of its forward thinking educational philosophy which has resulted in the development and implementation of educational programs to suit the needs and aspirations of all students.  This has resulted in the region’s Catholic schools and colleges consistently performing well on both school-based and state-wide assessment and diagnostic tools as well as facilitating alternative educational pathways such as school-based apprenticeships and traineeships.",,,"Mooroobool, Queensland, Australia",,,Cairns,,,,,,education administration programs,education management,,,"Catholic Education,Prep to Year 12 education,Primary schools,Secondary Colleges,Employment,Leadership,Schools,Positions Vacant,Quality Education,Inclusive Education,Teaching,Jobs,Cairns,Far North Queensland,Non-government schools",Self-employed,,,,,,,,,
Kardinia International College,https://www.linkedin.com/company/kardiniacollege,https://www.linkedin.com/company/18054398,vic.edu.au,"Kardinia International College is a K-12 educational, non-denominational, co-educational, independent school located on a single campus in Bell Post Hill, Geelong. The College is situated on 52 acres of spacious grounds with a large number of lawns, sporting ovals and well-developed gardens. It is the setting for a most impressive array of first class facilities. The College is currently engaged in a huge long-term building program with new buildings and facilities being constructed every year.The College grew from when it began on 3 February 1996 with 31 Senior School students and 42 Kindergarten children to over 1400 students in its first seven years. The College population has now stabilised and will be maintained at around 2000 students. The total student population is comprised of approximately 120 kindergarten, 500 primary and 1400 secondary students.While students live predominantly in Geelong and its environs, the enrollment includes students from Western Melbourne, Colac, the Bellarine Peninsula, the Surf Coast and nearby regional centres including Inverleigh and Meredith. The student population also includes overseas students from countries including China, Korea, Thailand, Japan, Cambodia, Vietnam, Malaysia, India, and Singapore.Kardinia International College is an International Baccalaureate World school which offers the IB Primary Years Programme to students in Years K-6, a vertical curriculum based on the guidelines of the Victorian Curriculum and Assessment Authority to students in Years 7-10 and both the International Baccalaureate Diploma Programme and the Victorian Certificate of Education to students in Years 11 and 12.",,,"North Geelong, Victoria, Australia",,,Bell Post Hill,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
McKinnon Secondary College,https://www.linkedin.com/company/mckinnon-secondary-college,https://www.linkedin.com/company/1808311,vic.edu.au,McKinnon Secondary College is a year 7 to 12 co-educational school with a student population of over 2800. The College was founded in 1954 in the south eastern Melbourne suburb of McKinnon. It has developed a proud reputation for academic excellence and instrumental music performance. The college is consistently one of the best-performing non-selective government schools in Victoria.,,,"Bentleigh, Victoria, Australia",,,Mckinnon,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
NTEU (National Tertiary Education Union),https://www.linkedin.com/company/nteu,https://www.linkedin.com/company/39225,nteu.org.au,"The National Tertiary Education Union (NTEU) is Australia's specialist national union representing staff in tertiary education. NTEU covers all staff - academic, research, general/professional - in Australian universities, research institutes, university companies and TAFE (in Victoria only).",,,"South Melbourne, Victoria, Australia",,,South Melbourne,,,,,,public policy offices,,,,"Industrial representation,Enterprise bargaining",Self-employed,,,,,,,,,
