company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
EDL,https://www.linkedin.com/company/edl,https://www.linkedin.com/company/51771,edlenergy.com,"As a leading global producer of sustainable distributed energy, EDL is dedicated to a world of new energy for our customers, stakeholders and communities. We understand, and are prepared for, the complexities associated with a decarbonising energy market. As such, EDL develops innovative, tailored solutions to meet our customers’ expectations of reliable, cost-effective and environmentally sustainable energy. We own and operate a global portfolio of power stations across Australia, North America and Europe that utilise a range of generation and fuel sources.",,800,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,,renewable energy semiconductor manufacturing,renewable energy power generation,,,"Renewables,waste coal mine gas,liquefied natural gas (LNG),solar energy,wind energy,renewable natural gas (RNG),sustainable energy,battery storage,Remote energy,Hybrid renewable energy,Landfill gas to electricity,Remote energy,Clean energy,Biomethane,coal seam gas to electricity,Energy and mines",501-1000,,,,,,,,,
UON PTY LTD,https://www.linkedin.com/company/uon-pty-ltd,https://www.linkedin.com/company/2740059,uon.com.au,"UON is a Western Australian integrated energy company providing turnkey solutions to the resources sector and beyond.UON is committed to developing Energy for Every Future, through smarter, more reliable energy solutions that improve performance and help integrate renewable and decarbonising technologies to operations.The company began as a two-man operation in 1998 and has grown to a size of over 400 staff members and is an industry leader in the design, manufacturing, supply, construction and maintenance of remote, off-grid power and water infrastructure.UON’s commitment to supporting clients is a promise represented by its name – we will keep yoU ON, we will keep you operational.We are driven by our Company Vision - Creating sustainable business, by delivering energy for every future.Our Mission - Safely deliver UON SMART™ Solutions to support clients in their decarbonisation journey.To achieve this, we provide efficient solutions that reduce up-front capital and operational expenditure. From dewatering a mine to powering a camp, we’ve got it covered.EC005568",1998,219,"Malaga, Western Australia, Australia",,,Malaga,,,"407 Victoria Rd, Malaga WA 6090, Australien",6090,1800721878,utilities,,,,"Buy,Hire or B.O.O.M (Build, Own, Operate & Manage),Dewatering Solutions,Design, Supply, Management and Maintenance,Power Generation, Power Stations,HDPE installations,Switchboards,Air compressors,Remote Monitoring,Standpipe Pumps,Water Transfer,Load banks,Renewable Power,Temporary Power,Hire Power and Water Solutions,Mine Decarbonisation",201-500,,"design, power generation, buy, supply, remote monitoring, power stations, manage, water transfer, temporary power, air compressors, switchboards, load banks, renewable power, operate, dewatering solutions, management & maintenance, own, hire or boom build, hdpe installations, standpipe pumps, hire power & water solutions, mine decarbonisation",,"reCAPTCHA, WordPress.org, Ubuntu, Sendgrid, Route 53, Outlook, Mobile Friendly, Microsoft Office 365, Gravity Forms, Google Tag Manager, Google Font API, Apache, Amazon AWS, AddThis",,,,,
Smart Energy,https://www.linkedin.com/company/smart-energy-group-pty-ltd,https://www.linkedin.com/company/17989313,smartenergy.co,"Smart Energy was founded to help Australia realise its full solar potential through harnessing our lucky country’s abundance of sun. As a vertically integrated solar technology company, our mission is to save the planet, one roof at a time. We’re reducing the energy costs of Australian households and businesses while improving the nation's green credentials.In 2016 long-time friends Elliot Hayes and Beau Savage co-founded the company after having worked in Solar since finishing school. In this short time, Smart Energy has grown to more than 200 staff with offices in Byron Bay, Newcastle, Sydney, Hobart, Adelaide, Wollongong, Melbourne, and Brisbane. We are now one of Australia’s market leaders in solar and currently average more than 100 installations a week.How we workQuality and customer satisfaction is at the core of what we do. That’s why we only use Clean Energy Council accredited Installers and Tier 1 products. We are committed to providing an environmentally friendly, affordable and enduring alternative to the polluting and increasingly expensive electricity generators & retailers.",,313,"Talofa, New South Wales, Australia",,,Byron Bay,,,,,,solar electric power generation,,,,"Residential Solar,Energy Retail,Commercial Solar",201-500,,,,,,,,,
Toshiba International Corporation - Oceania,https://www.linkedin.com/company/toshiba-international-corporation-oceania,https://www.linkedin.com/company/2678220,toshiba.com.au,"Toshiba has delivered high quality and technically advanced solutions to Australia’s Energy, Mining, Industrial and Social Infrastructure Sectors for over 40 years. Our advanced turbines, generators, transformers and electrical drives/motors continue to play a pivotal role in driving our energy and industrial industries forward. Sustainability, and a commitment to a carbon neutral future, remains at the core of our business. Toshiba strives to be an active and influential participate in the global energy transition through the development of innovative technologies in the Battery Energy Storage, Digital Asset Management, Hydrogen and Thermal Plant Repurposing segments. With a team focused on creating value for our customers and solving the complex and unique energy challenges of our time, Toshiba remains a trusted and reliable partner throughout Australia's energy, industrial and mining industries.",1978,155,"Baulkham Hills, New South Wales, Australia",,,Winston Hills,,,,,+61288676200,electric power generation,,,,"Steam Turbine Generators,Maintenance Services,Industrial Motors,Transmission & Distribution,Power Stations,Engineering Services,Thermal Energy Storage,Battery Energy Storage,Digital Asset Management,Project Delivery,Grid Solutions,Hydrogen,Hydro Power,Geothermal Power",51-200,https://facebook.com/pages/Wonder-Electric-Australia/459259007449865,,,,,,,,
Pilecom Pty Ltd,https://www.linkedin.com/company/pilecom-pty-ltd,https://www.linkedin.com/company/18630132,pilecom.com.au,"Pilecom is a leading mechanical installer of utility scale solar projects throughout the AU/NZ region. Priding itself on the highest quality and saftey standards in carrying out projects is the cornerstone of our operations, leading to successful partnerships and relationships being established. Our services cover but are not limited to :- Pile testing and early geotechnical invistigation - Pile driving- Pre drilling and on-site concrete batching- Mechnical tracker and table erection - Module installation - Repairs, maintenance and decommissioning of existing solar projects",2011,58,"Herdsman, Western Australia, Australia",,,Osborne Park,,,,,+61892406388,renewables and environment,,,,"Solar Farm construction,renewable energy contractor",51-200,https://www.facebook.com/PILECOM,,,,,,,,
Delivering 4 Customers (D4C),https://www.linkedin.com/company/delivering4customers,https://www.linkedin.com/company/37493541,d4c.team,"Sydney Water has partnered with Delivering 4 Customers (D4C) to deliver the design, construction, maintenance and facilities management services in their Southern region of Sydney. D4C is a joint venture comprising of industry leading Tier 1 organisations – John Holland, Service Stream and WSP, all of which have a long and rich history of service with Sydney Water, and within water infrastructure industries in Australia. D4C delivers services from Bondi to Gerringong, and out to Georges River.  We are a fast-growing organisation who cares deeply about what we do, and are dedicated to having a positive impact in the communities we serve.",2020,260,"Sydney, New South Wales, Australia",,,Sydney,,,,,,utilities,,,,"Construction ,Design,Facilities Management,Maintenance,Utilities,Water",201-500,,"design, construction, water, utilities, facilities management, maintenance",,,,,,,
Solstice Energy,https://www.linkedin.com/company/solsticeenergy,https://www.linkedin.com/company/5988821,solsticeenergy.com.au,"For over 20 years, we have played a key role in Tasmania’s energy security and have built up local knowledge and expertise. We're part of the Tasmanian community, supporting local business and industry, along with local charities and sports. The energy market is changing, nationally and internationally, so we've been changing with that to become a diversified energy business, Solstice Energy. One that provides natural gas and electricity and is also exploring the possibilities in renewable gas and biofuels.  But what will never change is our strong commitment to Tasmania. We've been here for more than 20 years and Solstice Energy will remain local, employing Tasmanians, with offices in Hobart and Launceston, supporting Tasmanian businesses and communities.   At Solstice Energy we are driven by our values of Care, Together, Responsibility, Curiosity and Community. They are the foundation of everything we do – they are our North Star. These values underpin our work, they speak of who we are and what’s important to us.  Our values guide our actions and the decisions we make each and every day.",2003,85,"Trevallyn, Tasmania, Australia",,,St Leonards,,,,,,utilities,,,,,51-200,"https://twitter.com/TasGasOfficial, https://facebook.com/pages/Tas-Gas-Retail/129504080418234",,,,,,,,
Evoenergy ACT,https://www.linkedin.com/company/evoenergy-act,https://www.linkedin.com/company/25003718,evoenergy.com.au,"Evoenergy is Canberra’s local energy distributor, delivering energy to Canberra and the surrounding region.We supply electricity to over 204,000+ residential and business customers via 2,358 square kilometers of electricity network across the ACT, and 130,000+ gas customers via 4,563 kilometers of gas mains in the ACT and NSW. This is an exciting time for the energy industry, and we’re committed to working towards a responsible and sustainable net zero emissions future.We’re proud of our diverse workforce and dedicated to providing a safe, inclusive, flexible, and collaborative workplace. We offer a range of different roles from tradespeople, customer service represents, engineers and other professional roles.  We are Evoenergy. Energy for the future. ",,154,"Canberra, Australian Capital Territory, Australia",,,Canberra,,,,,+61131093,utilities,,,,,51-200,"https://twitter.com/evoenergyact, https://www.facebook.com/EvoenergyACT/",,,,,,,,
Pipe Management Australia,https://www.linkedin.com/company/pipe-management-australia,https://www.linkedin.com/company/7006416,pmaus.com.au,"Pipe Management Australia is a leading utilities maintenance service provider operating on the east coast of Australia. For over 20 years we have been helping cities, councils and private organisations to identify, solve and maintain the flow of Stormwater and sewer drain networks. At the helm of PMA is over 100 years of combined experience in navigating and anticipating the problems faced in the service and maintenance of utilities. The PMA management team draw on this lengthy industry experience to lead the highly skilled and hard-working PMA team. Our fleet of over 100 purpose-built, highly versatile speciality units are designed for cleaning, inspecting and maintaining all types of pipes, culverts and GPT devices. We provide a broad range of services and utilise innovation and modern equipment to deliver time-critical results to exacting standards.Our forward-thinking, solutions-focused approach to solving problems has seen PMA grow from a small team in Sydney to over 200 highly skilled experts across the east coast of Australia. Engaging PMA for your next project goes beyond simply choosing a supplier, by selecting PMA, you are being proactive in addressing and eliminating site-based issues before they arise.From the centre of our oldest cities to Australia’s largest local council, PMA works safely behind, below and above the scenes to keep our communities flowing freely. From carefully uncovering hidden utilities to reliably managing major amenities, PMA is always working to keep you one step ahead – whatever is required.",,87,"Ingleburn, New South Wales, Australia",,,Ingleburn,,,,,,utilities,,,,"Pipe Rehabilitation,Drain Cleaning,Pipe Inspection,Hydro excavation,Culvert Cleaning,Temporary Barrier Dams,Industrial Services,GPT Cleaning,Asset Management,UV Relining,Relining Patch Repairs,Robotics,Asset Condition Assessments,Utility Maintenance Services",51-200,,,,,,,,,info@pmaus.com.au
Select Solutions,https://www.linkedin.com/company/select-solutions-ausnet-services-,https://www.linkedin.com/company/816974,select-solutions.com.au,"Select Solutions is a specialist provider of metering and asset intelligence solutions. Our clients operate in the electricity, gas, water, and telecommunications industries and our innovative solutions assist organisations with large infrastructure networks and multiple sites.Our metering services encompass end-to-end management of meters and metering data tailored to meet each client’s specific needs.",,105,"Southbank, Victoria, Australia",,,Southbank,,,,,,utilities,,,,"Metering,Asset Intelligence",51-200,,,,,,,,,
Goulburn Valley Water,https://www.linkedin.com/company/goulburn-valley-water,https://www.linkedin.com/company/3640673,vic.gov.au,"Goulburn Valley Water supplies water to 54 towns from 37 supply systems and provides reticulated sewerage to 30 regional towns via 26 wastewater management facilities. Bulk water supply is principally from the Goulburn/Broken, Murray, Steavenson, Rubicon and Delatite River systems and a number of smaller local streams such as Sunday Creek and Seven Creeks. The Goulburn Valley region is known as 'the food bowl of Australia'​. The Corporation services major companies operating food processing plants in the region that require large volumes of high quality water and their wastewater streams create unique environmental challenges. The Corporation directly employs over 200 people in operational, financial and administrative roles. This workforce is complemented by partnerships with consultants and contractors to undertake a range of business, technical and operational functions.",1994,146,"Shepparton, Victoria, Australia",,,Shepparton,,,104-110 Fryers Street,3630,1800454500,utilities,,,,"Water Treatment,Wastewater Management",51-200,https://www.facebook.com/gvwater/,water treatment & wastewater management,,,,,,,
Lumo Energy,https://www.linkedin.com/company/lumo-energy,https://www.linkedin.com/company/1183538,lumoenergy.com.au,"Lumo EnergyWe have become one of Australia’s fastest growing gas and electricity retailers by challenging the status quo in everything we do while delivering on quality, simplicity and value to our customers.We are powering homes and businesses right across New South Wales, Queensland, South Australia and Victoria, led by our 500+ workforce in Melbourne.We don’t need to be the biggest energy retailer, we just want to be YOUR energy retailer. We’ve got the infrastructure and support to look after your energy needs - over half a million sites and counting - but unlike our competitors, we’re not so big that you’ll be forgotten. Let us prove to you that bigger doesn’t always mean better - call today on 131 LUMOGet social with Lumo Energy:https://twitter.com/lumo_energyhttps://www.facebook.com/Lumo.Energy",2010,100,"Carlton, Victoria, Australia",,,Victoria,,,"po box 632 collins street, melbourne, victoria, au, 8007",3008,+611300385846,utilities,,,,"electricity,gas,energy retailing,business energy",51-200,"https://twitter.com/lumo_energy, https://facebook.com/Lumo.Energy","gas, electricity, business energy, energy retailing",4298000,"VueJS, Microsoft Office 365, Google Apps, Gmail, Genesys, Cloudflare DNS, CloudFlare Hosting, Bing Ads, Atlassian Cloud",,,,,
Icon Water,https://www.linkedin.com/company/icon-water,https://www.linkedin.com/company/9232625,iconwater.com.au,"We've been supplying Canberra and the region with top quality water and wastewater services for over 100 years.We love Canberra and Queanbeyan and you will often find us at local community events or sponsoring important organisations like Lifeline Canberra, Menslink & Karinya House. You can expect us to be reliable, efficient and helpful. We'll take care of the essentials, so you can take care of the rest of your life.",2015,296,"Australian Capital Territory, Australia",,,Canberra,,,"12 hoskins st, mitchell, australian capital territory, australia, 2911",2911,+61262483111,utilities,,,,,201-500,"https://twitter.com/IconWater, https://www.facebook.com/iconwatercbr",,,"YouTube, VueJS, SoundCloud, Microsoft-IIS, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Analytics, AddThis, ASP.NET",,,,,
Epic Energy,https://www.linkedin.com/company/epic-energy-south-au,https://www.linkedin.com/company/9349474,epicenergy.com.au,"Epic Energy is one of Australia's most trusted energy infrastructure companies.We own and operate a diverse range of energy infrastructure assets, including a renewable energy portfolio and almost 1,500 kilometres of gas transmission pipelines, delivering energy to retailers, power generators and industry.We are committed to applying our significant industry knowledge, experience and capability to new energy infrastructure as the world's energy sources evolve.",2012,89,"Adelaide, South Australia, Australia",,,Adelaide,,,,,+611800625665,utilities,,,,,51-200,,,,,,,,,
Powershop Australia,https://www.linkedin.com/company/powershop-australia,https://www.linkedin.com/company/3553939,powershop.com.au,"We’re Powershop.We sell energy to businesses and homes in VIC, NSW, South East QLD and SA.",,64,"Carlton, Victoria, Australia",,,Melbourne,,,,,,utilities,,,,"Energy and Electricity,Retail Electricity,power",51-200,,,,,,,,,
LMS ENERGY,https://www.linkedin.com/company/lms-generation,https://www.linkedin.com/company/2007496,lms.com.au,"LMS Energy is Australia’s leading methane abatement and bioenergy company, responsible for capturing and destroying methane across the majority of Australia’s large landfill sites, as well as sites in New Zealand and the United States. LMS Energy converts the methane into clean, reliable renewable energy - or destroys it using flares. Methane destruction is an important climate strategy to reduce the impact of the 28 million tonnes of waste that is sent to Australian landfills each year.",1982,157,"Unley Park, South Australia, Australia",,,Unley,,,,,610883572777,renewables and environment,semiconductors,,,"Landfill Gas-to-Energy,Carbon Abatement,Renewable Energy,landfill biogas,biogas innovation,renewable energy,power generation,flaring,bioenergy,methane destruction",51-200,,"renewable energy, landfill gastoenergy, carbon abatement",35000000,"Vimeo, Typekit, Rackspace MailGun, Outlook, OpenSSL, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google Tag Manager, Apache",,,,,
Ergon Energy Retail,https://www.linkedin.com/company/ergon-energy-retail,https://www.linkedin.com/company/3762108,ergon.com.au,"Ergon Energy Retail is committed to understanding and solving your energy needs.We help more than 700,000 customers across regional Queensland achieve their lifestyle and business goals by providing expert energy advice and great service.We’re proud to employ Queenslanders right across the state. We love our communities and playing our part in helping them thrive. We’re here for you, because we’re 100% Queensland owned. It’s your energy.Ergon Energy Retail acknowledges the Traditional Custodians of the land on which we live and work, and recognise their continuing connection to land, waters and community. We pay respect to Elders past and present.",,162,"Shelly Beach, Queensland, Australia",,,Townsville,,,,,,utilities,,,,"energy retailing,electricity",51-200,,,,,,,,,
Guidera O\'Connor,https://www.linkedin.com/company/guidera-o-connor,https://www.linkedin.com/company/18418921,goc.net.au,"Guidera O'Connor (GO) is an Australian privately owned company operating only within the Water Industry and specialising in the delivery of water/wastewater treatment and pumping projects comprising a complex mix of scope.Having successfully delivered over 285 water projects since 2001, GO's Safety, Quality & Environmental management systems have evolved specifically based on water projects. As a result, GO are currently celebrating over 11 years LTI Free in addition to continued Federal Safety Commissioner Certification. With an in-house detailed design and drafting team, GO offers innovative solutions during tender, design and construction phases. Unlike larger D&C firms who deliver projects across a broad range of industries, our personnel work full-time on water projects averaging 15 years within the Water Industry.GO are an employer of choice with an average staff retention rate of 8 years employment with the company, and we place high importance on the health, safety, and well-being of our team, fostering a family environment to work in as our company continues to expand.Operating all over Australia with particular expertise in remote and regional locations, it is GO's policy to engage LOCAL subcontractors where possible to deliver scope not performed in-house.Our subcontractors consistently commend us for excellent subcontractor management and on-time payment, and our relationship with our subcontractors has largely contributed to the enhancement and development of their management systems resulting in safer and more effective construction site. GO has built a solid reputation within the industry for quality workmanship delivered on-time delivery within budget.We are a proud supporter of WaterAid and a member of the Water Industry Alliance (WIA) and the Australian Water Association (AWA).For further information about GO please contact us or visit www.goc.net.au.",2001,143,"Mile End, South Australia, Australia",,,Thebarton ,,,,,+61882389999,utilities,,,,"Water ,Wastewater,Pumping,Chemical Dosing,Safety,Construction Management,Aquifer Storage & Recovery ,Water Reuse Schemes,Mechanical & Electrical,Detailed Design and Drafting,Testing & Commissioning,Disinfection,Mechanical Design,Water & WasteWater Treatment,Chlorination,Odour Control,Electrical & Control Systems,Water & Wastewater Treatment Plants,Water & Wastewater Pumping Stations,Tanks ,Lined & Covered Water Storages,UV Disinfection,Security Systems ,Concrete & Civil Construction,Structural & Building Construction,Procurement & Logistics,Training & O&M Manuals ,Ventilation & Air Conditioning",51-200,,,,,,,,,
Ausconnex,https://www.linkedin.com/company/ausconnex,https://www.linkedin.com/company/11314955,ausconnex.com.au,"AUSCONNEX offers large scale electrical contracting services geared to support the delivery of major infrastructure in some of Australia’s fastest growing communities.Supported by highly skilled technical specialists, our services include electrical design, construction, project management, testing and commissioning services and the supply of distribution transformers. Companies who partner with AUSCONNEX will benefit from specialist knowledge and capability built on a heritage of successfully managing large electrical assets to the highest safety and quality standards.",2017,50,"Oakhurst, New South Wales, Australia",,,Glendenning,,,,,+61291573604,utilities,,,,"Electrical design ,Relocating existing electricity network assets,Smart meter installations,Connecting new developments,Embedded networks ,Communication networks,Street lighting,Supply of transformers",11-50,,,,,,,,,
PLUS ES,https://www.linkedin.com/company/plus-es,https://www.linkedin.com/company/18279522,pluses.com.au,"PLUS ES is a premium provider of end to end metering services and infrastructure solutions for both large and small markets across Australia with best value, timeliness and reliability. Everyday we enable businesses to build our future communities. We supply services in the areas of:• Metering Provision (MP)• Metering Data Provision (MDP)• Metering Coordinator service (MC)                                                                                                                                                                                                                                                • Meter Reading (MR)• Field services• Engineering services• Data Management and Analysis• Embedded Network solutions          • Embedded Network Manager service (ENM)                                                                                                                                                                            • Power of Choice metering               • High Voltage CT/VT Accuracy Testing     • Wireless and cable networks• Electrical and telecommunications networks• Oil Testing for power system equipment • Instrument provision, calibration, servicing & repair",,145,"Silverwater, New South Wales, Australia",,,Silverwater,,,"Suite 1, 48 - 50 Holker St, Silverwater, New South Wales 2128, AU",2128,1300760626,utilities,,,,,51-200,,,,"reCAPTCHA, WordPress.org, Sendgrid, Salesforce, Pardot, Mobile Friendly, Microsoft Office 365, Gravity Forms, Google Tag Manager, Google Font API, Google Analytics, Apache, Amazon SES",,,,,
Flow Power,https://www.linkedin.com/company/flow-power,https://www.linkedin.com/company/17974804,flowpower.com.au,"Flow Power empowers Australian businesses to unlock value from the wholesale energy market.  From retailing electricity, to providing the latest technology and expert advice, we partner with businesses to reshape how they manage energy. ",2008,165,"Hawthorn, Victoria, Australia",,,Hawthorn,,,,,+611800359797,utilities,,,,"business electricity,load management,demand response,energy management,electricity retail,Renewables,Electrcity,Wholesale electrcity",51-200,"https://twitter.com/FlowPower_au, https://facebook.com/flowpower/","renewables, energy management, demand response, business electricity, load management, electricity retail, electrcity, wholesale electrcity",,"reCAPTCHA, Zendesk, YouTube, WordPress.org, Typekit, The Trade Desk, Shutterstock, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Power BI, Microsoft Azure Hosting, Hotjar, Highcharts JS Library, Gravity Forms, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, DoubleClick Floodlight, DoubleClick, DigitalOcean, ClickDimensions, Atlassian Cloud, AppNexus, ASP.NET",,,,,
Enzen Australia,https://www.linkedin.com/company/enzen-australia,https://www.linkedin.com/company/18256221,enzen.com,"Enzen Australia is part of Enzen Global, a professional, knowledge practice that focuses on gaining, refining and sharing expertise in the energy and utility sector, providing strategic advisory and delivering outcome-driven solutions to leading businesses, governments, non-governmental organisations, and not-for-profits. We work with customers across the value chain to deliver sustainable and lasting improvements to their efficiency and performance, adding value to their bottom line.Our goal is to support large consumers of energy and water, and improve the sustainability of resources by increasing efficiency and optimising existing operations. In addition, we develop the commercially successful use of renewable resources to deliver a transformative advantage for our customers.  Enzen is unique in providing a wide range of advisory, engineering services and solutions from end-to-end for the power, water, gas and renewable energy sectors, supported by our specialised Centres of Excellence. Our expertise, practised knowledge and implementation delivery covers transformation, technology optimisation, smart utility networks, operations, capital efficiency, asset management and mergers & acquisitions, amongst other areas, and helps to deliver high-quality, effective, need-specific solutions.  Founded in 2006, the business has grown and developed across the globe, with a presence in the Australia, India, Portugal, Spain, Turkey, the UK and the USA.We pride ourselves on innovation, and partner with academia from leading universities as well as think tanks and policy advocates to enable our global network of knowledge practitioners to consistently deliver maximum value to our customers.",,63,"Adelaide Airport, South Australia, Australia",,,Adelaide,,,,,,utilities,,,,"Management Consultancy,Engineering Consultancy,Project Management,renewables,technology,Strategic advisory",51-200,,,,,,,,,
Energy Locals,https://www.linkedin.com/company/energy-locals,https://www.linkedin.com/company/10816015,energylocals.com.au,"We sell clean affordable carbon-offset energy to Aussies without ripping them off., And we help organisations that want to do that too. To enquire about our services visit https://energylocals.com.au or email us at hello@energylocals.com.au - or even do that old-fashioned phone thing: 1300 MY ENERGY (1300 693637). ",2016,72,"Cremorne, Victoria, Australia",,,Melbourne,,,,,+611300693637,utilities,,,,"Energy,Electricity,Retail electricity,Customer acquisition,Utilities,Community energy,Community power,Renewable energy,Solar,Solar Power,White Label",51-200,"https://twitter.com/energylocals, https://www.facebook.com/energylocals/, http://angel.co/energy-locals","energy, renewable energy, solar power, energy efficiency, energy management, utilities, customer acquisition, solar, clean energy, clean technology, white label, community energy, electricity, retail electricity, community power",,,,,,,
TRILITY,https://www.linkedin.com/company/trility-pty-ltd,https://www.linkedin.com/company/2422450,trility.com.au,"Company Overview:TRILITY is an established industry leader, dedicated in the delivery of water, wastewater, reuse and bio-solids solutions across Australia and New Zealand’s municipal and industrial sectors. This leadership draws on more than 30 years’ experience of providing high-quality solutions for our public and private sector clients. Services include, financing, design and construction, operations and maintenance, asset management, utility, consultancy, training services and network services and bespoke modular solutions. An Australian and New Zealand company with the support of its shareholders, TRILITY has a growing footprint across Australia and New Zealand. As such, our capabilities span the full life cycle of water and related services, which our dedicated team of industry specialists deliver to millions every day.",1991,220,"Adelaide, South Australia, Australia",,,Adelaide,,,"Level 10, 115 Grenfell Street, Adelaide, SA 5000, AU",5000,+61884086500,utilities,,,,"Full life cycle of water, wastewater and water reuse projects,Asset Management,Design and Construction,Operations and Maintenance,Utility Services,Water Treatment,Wastewater Treatment,Reuse Water,Biosolids,Modular Solutions,Water Consultancy Services,Training Services,Network Services",201-500,,"asset management, operations & maintenance, water treatment, wastewater treatment, utility services, modular solutions, design & construction, biosolids, full life cycle of water, wastewater & water reuse projects, reuse water",,"WordPress.org, Woo Commerce, Rackspace MailGun, Mobile Friendly, Mimecast, Microsoft Office 365, Media Temple SSL, Linkedin Marketing Solutions, Gravity Forms, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Bootstrap Framework, Apache, Amazon AWS",,,,,info@trility.com.au
Rubicon Water,https://www.linkedin.com/company/rubicon-water,https://www.linkedin.com/company/861213,rubiconwater.com,"Rubicon Water is a publicly listed company (ASX:RWL) with a vision to sustainably increase global food and fibre production through improved water use efficiency. We do this by delivering advanced technology to managers of gravity-fed irrigation networks, enabling them to manage their water resources with unprecedented levels of efficiency and control. Rubicon designs, develops, manufactures and tests all its own products and proudly boasts ISO 9001:2015 certification attesting to the highest standards in the process of design and manufacturing. Our research and development facility includes one of the largest hydraulic flow and testing laboratories of its type in the Southern Hemisphere where our meters and gates are tested to international standards. A wide array of global patents over new technology built into TCC™ components confirms our focus upon innovation and improvement in our solutions.Our pioneering research into the hydraulic control of channels in collaboration with the University of Melbourne has led to many important breakthroughs in flow measurement and control theory and which have been recognised by governmental and academic awards including the prestigious Australian Academy of Technological Sciences and Engineering Clunies Ross Awards. Today we jointly own the intellectual property of many patents with the University of Melbourne.Established in 1995, Rubicon Water is headquartered in Melbourne, Australia. To support our global expansion, we have offices and manufacturing facilities in India, New Zealand, Chile, USA, Spain, China and agents in many other countries. To date, Rubicon has designed, built and installed over 35,000 control and measurement devices in TCC and FarmConnect™ systems sold to more than 180 customers in 17 countries. Website: https://www.rubiconwater.com/Facebook: https://www.facebook.com/RubiconWater/YouTube: https://www.youtube.com/user/rubiconsystemsau",,170,"Hawthorn East, Victoria, Australia",,,Hawthorn East,,,,,,water supply and irrigation systems,,,,"Canal automation,Network Control,irrigation,Water,Sustainability,Water savings,Farms,Channel automation,Irrigation efficiency,Total Channel Control ,Software,Irrigation automation,Water Scarcity,Water Conservation,AgTech,IoT,Telemetry,Automation",51-200,,,,,,,,,
Confluence Water | Sydney Water\'s North Regional Delivery Partner,https://www.linkedin.com/company/confluence-water,https://www.linkedin.com/company/31303035,northdeliveryteam.com.au,"About Confluence WaterAs part of Sydney Water's pioneering delivery model, Partnering for Success (P4S), Confluence Water is Sydney Water's North Delivery Team. We proudly provide design, construction, maintenance, and facilities management services for Sydney Water's North region.Confluence Water is a joint venture comprising Downer Utilities, Jacobs, and Ventia. All three companies have a long and rich history of service for Sydney Water, the water industry and the infrastructure industry in Australia. About Sydney Water's Partnering for Success (P4S) delivery modelPartnering for Success (P4S) is Sydney Water's innovative infrastructure and delivery model that simplifies supply chains and delivers best-practice customer solutions for capital work projects. P4S offers integration, consistency and the best value for customers.As part of the delivery model, in July 2020, Sydney Water entered a 10-year partnership with three Regional Delivery Consortia (RDCs) across their North, South and West regions. Each RDC is responsible for delivering design, construction, maintenance, and facilities management services for Sydney Water customers. Confluence Water is proud to be Sydney Water's northern RDC.",,198,"Chatswood, New South Wales, Australia",,,Chatswood,,,,,,utilities,,,,,51-200,,,,,,,,,
Euro Solar,https://www.linkedin.com/company/eurosolar-australia,https://www.linkedin.com/company/3116504,eurosolar.com.au,"Euro Solar knows the power of the sun and we are committed to making it sustainable energy a significant part of Australia’s and world’s energy future. We continue to achieve solar energy solutions and proven financial savings while helping protect the environment too.Euro Solar is Australian based Solar Panel Company. We are one of the leading distributors of Solar Power Systems in Queensland, New South Wales, South Australia, Victoria and Western Australia & Tasmania. We have strong relationships with our many suppliers. Our core focus is on supplying the most advanced solar PV systems & products to the Australian retails, residential and commercial market.Our aim is to make solar power for homes, communities, businesses and schools a viable, affordable option for hundreds of thousands of people across Australia. We want to help you, help the planet while saving and even making you money in the processThis allows us to offer the comprehensive sales knowledge and technical support to back-up the long-term management of systems and installations.Our Technical Experts can really focus on your needs and give you proper advice regarding suitable Solar Power Systems according to your need.",,95,"Holroyd, New South Wales, Australia",,,Sydney,,,,,,renewables and environment,,,,"Solar PV System,Residential Solar System,Australin Solar Panels,Commercial Solar System",51-200,,,,,,,,,
